title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
Aeterna,A,106.15,102.63,10.23,0,19.37,116.72,1285,CHORD
Deep Sea Mystery,N,43.77,58.57,12.93,0,39.98,11.05,567,PEAK
Deep Sea Mystery,H,57.83,67.14,16.31,0,67.32,27.95,749,CHARGE
Deep Sea Mystery,A,76.97,92.85,12.93,0,176.76,46.58,997,CHARGE
Submerge Serenade,N,42.86,42.85,25.64,0,5.62,8.23,548,NOTES
Submerge Serenade,H,72.19,70,41.02,0,7.35,23.43,923,NOTES
Submerge Serenade,A,116.22,105.26,56.41,0,0,102.2,1486,NOTES
INHERITANCE,N,45.68,44.28,12.03,0,11.71,4.4,553,NOTES
INHERITANCE,H,75.42,68.57,24.07,0,22.2,28.43,913,NOTES
INHERITANCE,A,118.3,107.89,62.6,0,30.78,91.57,1432,NOTES
MAXIMUM CHEAT GIRL,N,48.53,41.42,30.4,0,0,27.07,628,NOTES
MAXIMUM CHEAT GIRL,H,87.56,71.42,91.21,0,0,62.87,1133,SCRATCH
MAXIMUM CHEAT GIRL,A,142.35,130.26,113.92,0,0,128.9,1842,NOTES
Resonant,N,41.54,40,4.46,0,18.28,13.8,542,NOTES
Resonant,H,92.43,85.71,13.96,0,46.4,68.85,1206,NOTES
Resonant,A,142.86,132.89,20.66,0,115.87,129.92,1864,NOTES
れとりば！,N,36.85,35.71,4.36,0,3.75,9.8,431,NOTES
れとりば！,H,57.36,48.57,16.19,0,6.71,28.89,671,NOTES
れとりば！,A,88.23,74.28,29.9,0,10.46,97.69,1032,CHORD
Vermilion Carol,N,56.21,52.85,30.09,0,13.12,40.21,694,NOTES
Vermilion Carol,H,92.26,82.85,43.08,0,40.62,71.97,1139,NOTES
Vermilion Carol,A,148.8,138.15,56.06,0,116.88,140.66,1837,NOTES
神様、つれない。,N,29.6,28.57,7.96,0,0,9.25,352,NOTES
神様、つれない。,H,60.63,52.85,14.09,0,0,41.71,721,NOTES
神様、つれない。,A,91.08,72.85,20.83,0,0,90.82,1083,NOTES
GLORIOUS HAMMER,N,45.42,38.57,21.86,24.63,7.03,17.03,560,NOTES
GLORIOUS HAMMER,H,80.54,61.42,27.77,43.84,25.62,26.35,993,NOTES
GLORIOUS HAMMER,A,128.72,103.94,57.91,63.07,34.06,113.06,1587,NOTES
ZEROIN ON THE LIGHT,N,43.63,37.14,21.3,0,0,20.8,567,NOTES
ZEROIN ON THE LIGHT,H,68.25,57.14,29.71,0,0,42.12,887,NOTES
ZEROIN ON THE LIGHT,A,103.49,81.42,40.36,0,0,94.23,1345,NOTES
電腦都市,N,62.2,52.85,27.81,0,0,30.03,717,NOTES
電腦都市,H,102.46,92.85,65.1,0,0,100.57,1181,NOTES
電腦都市,A,150.77,127.63,100.29,0,0,146.18,1738,NOTES
夢縁,N,48.23,42.85,33.11,0,0,17.23,605,NOTES
夢縁,H,85.55,74.28,44.72,0,0,55.69,1073,NOTES
夢縁,A,120.79,100,49.95,0,0,115.12,1515,NOTES
Shapeshifter,N,50.77,44.28,37.25,0,0,19.05,566,NOTES
Shapeshifter,H,78.4,70,42.48,0,0,58.86,874,NOTES
Shapeshifter,A,115.09,100,46.4,0,0,113.04,1283,NOTES
Ghost Pulse,N,48.25,52.85,18.98,0,7.5,16.51,537,PEAK
Ghost Pulse,H,76.56,78.57,30.11,0,42.39,35.38,852,PEAK
Ghost Pulse,A,126.62,138.15,32.08,0,94.31,109.41,1409,PEAK
DAZZLE ATTACK,N,39.67,34.28,17.55,0,0,12,494,NOTES
DAZZLE ATTACK,H,68.03,60,39.2,0,0,42.98,847,NOTES
DAZZLE ATTACK,A,115.26,101.31,66.12,0,0,115.57,1435,CHORD
SOLAR ECLIPSE,N,61.31,57.14,62.72,0,32.78,18.83,762,SCRATCH
SOLAR ECLIPSE,H,101.78,85.71,104.24,0,82.2,76.77,1265,SCRATCH
SOLAR ECLIPSE,A,152.26,130.26,151.76,0,111.71,136.41,1893,NOTES
TRIP THE DEEP,N,39.76,40,53.76,0,0,11.4,512,SCRATCH
TRIP THE DEEP,H,64.62,61.42,75.83,0,0,21.77,832,SCRATCH
TRIP THE DEEP,A,100.11,102.63,129.14,0,0,84.49,1289,SCRATCH
夏風邪デスコ,N,34.71,32.85,20.87,0,0,2.4,412,NOTES
夏風邪デスコ,H,75.15,61.42,44.81,0,0,53.58,892,NOTES
夏風邪デスコ,A,112.81,97.14,52.79,0,0,108.36,1339,NOTES
out of disk space,N,49.07,40,92.38,3.06,3.28,9.39,565,SCRATCH
out of disk space,H,86.67,72.85,53.78,5.97,14.06,72.77,998,NOTES
out of disk space,A,113.34,107.89,101.46,5.97,70.25,112.03,1305,NOTES
ないないルーティン,N,25.39,30,11.79,0,14.53,0.6,298,PEAK
ないないルーティン,H,58.89,65.71,31.66,0,42.98,24.4,691,PEAK
ないないルーティン,A,89.74,92.85,54.64,0,136.29,75.89,1053,CHARGE
My Sweet Bird?,N,35.18,34.28,24.01,0,0,19.6,427,NOTES
My Sweet Bird?,H,63.37,52.85,46.23,0,0,48.84,769,NOTES
My Sweet Bird?,A,91.22,70,51.03,0,0,89.82,1107,NOTES
My Sweet Bird?,L,124.19,105.26,51.63,122.37,0,124.68,1507,CHORD
ACTØ,N,0.01,0.02,0.03,0.04,0.05,0.01,639,CHARGE
ACTØ,H,0.01,0.02,0.04,0.04,0.05,0.02,1124,CHARGE
ACTØ,A,0.02,0.02,0.04,0.04,0.05,0.03,1534,CHARGE
GloriosA,N,52.31,48.57,22.05,0,9.21,10.77,622,NOTES
GloriosA,H,85.36,71.42,37.99,0,11.56,46.52,1015,NOTES
GloriosA,A,120.85,111.84,49.01,0,20.93,117.32,1437,NOTES
流桜ノ門,N,42.16,45.71,25.29,0,9.06,18.23,510,PEAK
流桜ノ門,H,66.46,71.42,35.53,0,32.15,50.74,804,PEAK
流桜ノ門,A,88.87,91.42,45.77,0,130.78,92.32,1075,CHARGE
20XX,N,52.23,50,28.65,0,0,23.95,611,NOTES
20XX,H,78.57,72.85,33.01,0,0,39.95,919,NOTES
20XX,A,117.13,111.84,41.73,0,0,95.27,1370,NOTES
TITANIUM RIDERS,N,37.36,37.14,16.33,0,0,9.39,450,NOTES
TITANIUM RIDERS,H,63.26,65.71,35.68,0,0,46.07,762,PEAK
TITANIUM RIDERS,A,88.92,85.71,55.65,0,0,83.77,1071,NOTES
Just Gimme,N,38.83,38.57,32.01,0,0,10.69,486,NOTES
Just Gimme,H,69.43,60,51.81,0,0,51.22,869,NOTES
Just Gimme,A,111.3,125,96.63,0,0,110.05,1393,PEAK
Million Dollar,N,46.01,52.85,23.5,0,37.34,28.93,599,PEAK
Million Dollar,H,78.97,77.14,33.02,0,63.76,46.46,1028,NOTES
Million Dollar,A,135.36,126.31,55.41,0,131.88,112.56,1762,NOTES
《PL|RAYER》,N,38.31,40,13.09,0,7.96,11.67,469,PEAK
《PL|RAYER》,H,72.38,77.14,33.92,0,7.5,59.68,886,PEAK
《PL|RAYER》,A,116.01,117.1,39.28,0,9.37,119.27,1420,CHORD
電光,N,43.21,44.28,63.55,0,28.59,9.25,545,SCRATCH
電光,H,77.39,72.85,108.73,0,64.6,38.07,976,SCRATCH
電光,A,123.7,121.05,113.44,0,116.44,112.65,1560,NOTES
Hat Surprise (Season 3),N,52.8,48.57,38.35,0,0,23.8,632,NOTES
Hat Surprise (Season 3),H,92.49,70,54.18,0,0,49.58,1107,NOTES
Hat Surprise (Season 3),A,115.64,94.28,85.83,0,0,98.99,1384,NOTES
i-ii,N,45.08,47.14,61.7,0,5.15,20.61,559,SCRATCH
i-ii,H,73.48,75.71,72.86,0,16.56,42.63,911,PEAK
i-ii,A,120.9,119.73,101.31,0,37.09,100.54,1499,NOTES
Red Determination,N,88.57,43.08,143.82,0,32.9,100.62,534,SCRATCH
Red Determination,H,110.52,59.24,151.36,0,74.75,124.69,815,SCRATCH
Red Determination,A,158.92,17.35,151.7,0,116.11,0,1355,NOTES
Sirius,N,40.75,42.85,16.17,0,8.43,14.8,514,PEAK
Sirius,H,67.4,67.14,46.21,0,25.03,34.08,850,NOTES
Sirius,A,129.8,118.42,72.21,0,77.1,136.21,1637,CHORD
Hard Breaker,N,31.36,37.14,9.35,0,0,6.6,391,PEAK
Hard Breaker,H,63.6,62.85,29.8,0,0,36.98,793,NOTES
Hard Breaker,A,103.15,101.31,43.82,0,0,102.49,1286,NOTES
Get Wicked,N,35.76,35.71,14.34,0,0,9.8,454,NOTES
Get Wicked,H,58.61,54.28,33.29,0,0,23.75,744,NOTES
Get Wicked,A,98.55,90,48.21,0,0,101.16,1251,CHORD
PILGRIM,N,40.35,35.71,19.04,0,0,4.2,494,NOTES
PILGRIM,H,71.07,61.42,19.64,0,0,14.49,870,NOTES
PILGRIM,A,112.82,106.57,19.04,0,0.46,99.79,1381,NOTES
NEEDLESS MY LOVE FOR YOU,N,41.13,38.57,21.78,0,0,7.45,509,NOTES
NEEDLESS MY LOVE FOR YOU,H,67.07,65.71,21.78,0,0,49.58,830,NOTES
NEEDLESS MY LOVE FOR YOU,A,98.91,95.71,21.78,0,0,108.65,1224,CHORD
So What,N,28.39,27.14,16.42,0,5.78,8.2,315,NOTES
So What,H,53.18,51.42,28.24,0,9.84,36.16,590,NOTES
So What,A,83.75,78.57,48.6,0,34.37,93.33,929,CHORD
スパークリング☆彡ハイパーチューン！！,N,0.86,2.44,2.34,1.01,1.22,1.74,743,PEAK
スパークリング☆彡ハイパーチューン！！,H,0.08,1.86,1.2,0.37,0.46,0.28,1105,PEAK
スパークリング☆彡ハイパーチューン！！,A,1.66,1.8,1.98,2.32,2.21,1.16,1843,SOFLAN
ADAMANT,N,43.87,42.85,28.65,0,28.9,11.71,580,NOTES
ADAMANT,H,75.26,71.42,46.29,0,44.31,56.53,995,NOTES
ADAMANT,A,116.42,113.15,60.07,0,144.77,115.21,1539,CHARGE
KOTONOHA ft. Kotoha,N,36.2,40,16.91,0,0,11.35,421,PEAK
KOTONOHA ft. Kotoha,H,57.18,55.71,23.18,0,0,34.93,665,NOTES
KOTONOHA ft. Kotoha,A,85.48,68.57,30.07,0,0,79.73,994,NOTES
NOIXIA,N,57.98,54.28,21.29,0,8.28,23.94,714,NOTES
NOIXIA,H,95.25,95.71,49.1,0,101.75,45.07,1173,CHARGE
NOIXIA,A,164.32,166.07,55.02,0,190.74,132.45,2027,CHARGE
destination,N,40.2,40,6.72,0,2.96,5.85,523,NOTES
destination,H,87.62,78.57,8.4,0,14.84,39.43,1140,NOTES
destination,A,130.52,123.68,8.96,0,26.39,116.28,1698,NOTES
Digital Radiance,N,46.11,40,8.71,0,10.62,15.2,578,NOTES
Digital Radiance,H,57.67,50,20.92,0,13.12,32.42,723,NOTES
Digital Radiance,A,81.21,67.14,28.48,0,24.37,56.69,1018,NOTES
lowercase lifetime,N,42.57,41.42,21.09,0,5.46,13.51,544,NOTES
lowercase lifetime,H,83.42,80,41.05,0,0,75.78,1066,NOTES
lowercase lifetime,A,110.11,106.57,45.04,0,41.87,113.2,1407,CHORD
Slumber☆Party,N,36.5,44.28,36.55,0,3.28,16.49,422,PEAK
Slumber☆Party,H,78.2,71.42,69.95,0,5.15,69.53,904,NOTES
Slumber☆Party,A,100.86,102.63,94.53,0,51.29,103.88,1166,CHORD
MVP,N,38.76,37.14,34.01,0,0,4.45,465,NOTES
MVP,H,64.35,60,54.05,0,0,48.6,772,NOTES
MVP,A,109.87,110.52,107.92,0,6.71,124.44,1318,CHORD
Roar of Chronos,N,48.64,42.85,10.75,0,5.15,11.6,626,NOTES
Roar of Chronos,H,87.02,75.71,32.83,0,4.06,42.25,1120,NOTES
Roar of Chronos,A,154.61,125,79.82,0,14.21,146.42,1991,NOTES
爆ぜりゃんせ,N,45.35,45.71,28.5,0,1.56,25.63,568,PEAK
爆ぜりゃんせ,H,78,77.14,66.31,0,1.56,61.93,977,NOTES
爆ぜりゃんせ,A,121.44,102.63,83.76,0,12.96,110.73,1521,NOTES
Bring The Fire,N,46.52,41.42,25.51,0,0,16.91,598,NOTES
Bring The Fire,H,77.1,70,49.31,0,0,31.77,991,NOTES
Bring The Fire,A,134.92,123.68,49.31,0,96.06,119.57,1734,NOTES
Bang-Boo Bumble,N,44.39,38.57,22.01,0,0,14.77,573,NOTES
Bang-Boo Bumble,H,76.93,70,34.43,0,14.53,56.25,993,NOTES
Bang-Boo Bumble,A,114.58,103.94,45.15,0,51.87,116.78,1479,CHORD
u gotta beat,N,53.09,41.42,60.9,0,0.93,8.45,686,SCRATCH
u gotta beat,H,92.02,78.57,74.43,0,2.34,53.42,1189,NOTES
u gotta beat,A,139.78,123.68,113.37,0,2.81,138.5,1806,NOTES
Chasing After YOU ～夢の欠片～ ft. 小林マナ,N,40.65,45.71,14.33,0,0,21.23,496,PEAK
Chasing After YOU ～夢の欠片～ ft. 小林マナ,H,59.43,60,13.73,0,0,46.92,725,PEAK
Chasing After YOU ～夢の欠片～ ft. 小林マナ,A,84.59,87.14,14.93,0,0,74.17,1032,PEAK
Vibing! Shake it!,N,39.53,32.85,32.92,0,0,18.65,490,NOTES
Vibing! Shake it!,H,68.18,60,55.84,0,0,47.7,845,NOTES
Vibing! Shake it!,A,101.91,81.42,105.79,0,0,93.45,1263,SCRATCH
Drop Syndicate,N,48.48,47.14,42.97,0,6.09,26.33,600,NOTES
Drop Syndicate,H,80.88,81.42,67.11,0,45,39.81,1001,PEAK
Drop Syndicate,A,150.36,158.92,136.1,0,134.5,146.32,1861,PEAK
Space In Time,N,35.04,55.71,29.41,44.72,13.35,17.03,434,PEAK
Space In Time,H,64.99,74.28,65.88,62.93,71.04,35.84,805,PEAK
Space In Time,A,84.53,87.14,95.88,86.02,123.24,64.07,1047,CHARGE
ELYSIUM,N,40.5,38.57,39.26,0,4.68,13.91,466,NOTES
ELYSIUM,H,68.67,61.42,36.09,0,8.59,43.26,790,NOTES
ELYSIUM,A,119.69,117.1,78.52,0,67.12,117.58,1377,NOTES
Dreamship,N,38.31,31.42,13.09,0,0,5.85,469,NOTES
Dreamship,H,55.96,50,8.92,0,0,25.11,685,NOTES
Dreamship,A,79.9,68.57,14.88,0,0,73.94,978,NOTES
PIT A PAT,N,40.41,41.42,38.65,0,0,11.11,518,PEAK
PIT A PAT,H,71.94,64.28,44.34,0,0,55.2,922,NOTES
PIT A PAT,A,101.35,84.28,102.35,0,0,102.2,1299,SCRATCH
God Mind,N,59.99,60,67.8,0,10.31,25.55,780,SCRATCH
God Mind,H,103.76,91.42,76.77,0,17.5,84.18,1349,NOTES
God Mind,A,165.45,162.5,118.81,0,80.31,162.24,2155,NOTES
DIVINE JUDGEMENT,N,47.06,44.28,13.84,0,18.12,18.13,520,NOTES
DIVINE JUDGEMENT,H,92.77,87.14,32.97,0,90.03,61.61,1025,NOTES
DIVINE JUDGEMENT,A,128.16,134.21,58.03,0,151.96,115.62,1416,CHARGE
Show Me All Your Love,N,43.5,37.14,15.06,0,0,12.2,568,NOTES
Show Me All Your Love,H,77.97,68.57,25.66,0,0,27.83,1018,NOTES
Show Me All Your Love,A,113.51,110.52,44.64,0,0,102.97,1482,NOTES
EX-MASSIVE FIGHTER,N,49.08,41.42,26.57,0,0,18.07,619,NOTES
EX-MASSIVE FIGHTER,H,86.51,80,32.93,0,0,53.87,1091,NOTES
EX-MASSIVE FIGHTER,A,136.78,134.21,46.21,0,0,137.15,1725,CHORD
無双,N,42.82,37.14,29.93,0,0,20.59,594,NOTES
無双,H,71.58,55.71,34.66,0,0,60.97,993,NOTES
無双,A,120.89,101.31,44.11,0,0,130.06,1677,CHORD
Satellite Burst,N,49.81,48.57,22.57,0,2.18,16.97,627,NOTES
Satellite Burst,H,88.9,75.71,38.2,0,12.82,44.04,1119,NOTES
Satellite Burst,A,158.73,155.35,60.2,0,33.78,146.99,2000,NOTES
灼熱 Lost Summer Dayz,N,41.17,35.71,94.88,0,0,7.8,528,SCRATCH
灼熱 Lost Summer Dayz,H,76.34,65.71,156.9,0,10,50.22,979,SCRATCH
灼熱 Lost Summer Dayz,A,113.31,115.78,170.21,0,33.43,114.57,1453,SCRATCH
SμG@R RU$#,N,56.34,55.71,52.44,0,4.21,7.51,728,NOTES
SμG@R RU$#,H,98.68,91.42,71.61,0,7.5,33.54,1275,NOTES
SμG@R RU$#,A,157.51,148.68,157.38,0,41.71,115.16,2037,NOTES
断罪の一花,N,36.01,41.42,15.81,0,4.68,11.23,448,PEAK
断罪の一花,H,63.11,60,28.7,0,14.68,41.35,785,NOTES
断罪の一花,A,104.19,121.05,34.55,0,33.59,110.97,1296,PEAK
ドリムチウ,N,31.87,30,11.71,0,12.34,5.6,436,NOTES
ドリムチウ,H,58.4,50,13.31,0,28.59,26.27,799,NOTES
ドリムチウ,A,95.9,84.28,42.07,0,41.82,69.14,1312,NOTES
CHAOTIC SUNBIRD,N,51.85,44.28,20.01,0,2.81,6.4,623,NOTES
CHAOTIC SUNBIRD,H,73.65,70,47.9,0,0.93,27.11,885,NOTES
CHAOTIC SUNBIRD,A,138.33,122.36,73.98,0,33.9,132.49,1662,NOTES
Raspberry Potion (feat.あれたん? & ぎゃるのしん☆),N,34.88,35.71,18.39,0,0,12.03,456,PEAK
Raspberry Potion (feat.あれたん? & ぎゃるのしん☆),H,69.62,68.57,38.46,0,0,53.1,910,NOTES
Raspberry Potion (feat.あれたん? & ぎゃるのしん☆),A,96.94,98.57,59.64,0,8.43,105.48,1267,CHORD
Here We Go Now,N,46.91,51.42,22.35,0,5.78,18.63,581,PEAK
Here We Go Now,H,91,82.85,52.36,0,2.34,77.14,1127,NOTES
Here We Go Now,A,136.46,131.57,101.72,0,68.98,141.28,1690,CHORD
Secret Rouge,N,36.24,34.28,4.31,0,0,10.85,428,NOTES
Secret Rouge,H,70.72,61.42,19.74,0,0,60.75,835,NOTES
Secret Rouge,A,98.67,95.71,25.29,0,0,103.96,1165,CHORD
鏡像都市,N,36.35,30,6.3,0,1.87,13.8,420,NOTES
鏡像都市,H,60.59,52.85,19.55,0,0,49.76,700,NOTES
鏡像都市,A,85.27,67.14,35.32,0,6.09,91.34,985,CHORD
Substance,N,46.96,41.42,35.95,114.05,0,6.45,609,SOFLAN
Substance,H,68.62,57.14,52.81,137.28,0,22.63,890,SOFLAN
Substance,A,121.68,105.26,78.09,162.2,0,92.59,1578,SOFLAN
百恋ラブラスター,N,30.39,25.71,27.97,0,0,5.6,372,NOTES
百恋ラブラスター,H,66.33,64.28,51.78,0,0,52.22,812,NOTES
百恋ラブラスター,A,108.16,90,65.47,0,0,108.23,1324,CHORD
Shooting Star,N,32.77,31.42,8.52,0,0,10,420,NOTES
Shooting Star,H,59.22,52.85,18.76,0,0,38.65,759,NOTES
Shooting Star,A,95.81,80,26.71,0,0,94.2,1228,NOTES
3y3s(Long ver.),N,49.94,65.71,24.99,0,47.96,84.96,1485,CHORD
3y3s(Long ver.),H,92.28,115.78,63.21,0,146.99,168.24,2744,CHORD
3y3s(Long ver.),A,131.49,198.21,105.98,0,188.81,200,3910,CHORD
Rejection Girl,N,41.04,44.28,22.11,0,5.31,9.39,514,PEAK
Rejection Girl,H,67.4,64.28,29.67,0,12.81,39.93,844,NOTES
Rejection Girl,A,107.97,131.57,61.67,0,140.81,98.98,1352,CHARGE
Clione (Ryu☆ Remix),N,35.62,35.71,16.07,0,5.15,13.13,436,PEAK
Clione (Ryu☆ Remix),H,60.21,65.71,23.8,0,21.4,32.29,737,PEAK
Clione (Ryu☆ Remix),A,80.63,91.42,20.83,0,120.57,49.52,987,CHARGE
Amabie,N,35.29,37.14,11.52,0,13.12,4.6,424,PEAK
Amabie,H,68.84,64.28,31.53,0,52.6,25.52,827,NOTES
Amabie,A,103.72,91.42,59.43,0,61.25,101.61,1246,NOTES
朱と碧のランページ,N,40.71,34.28,21.19,0,0,18.79,518,NOTES
朱と碧のランページ,H,67.76,58.57,49.25,0,0,56.15,862,NOTES
朱と碧のランページ,A,99.51,84.28,52.11,0,0,104.23,1266,CHORD
雪上断火,N,38.96,35.71,48.33,29.5,0,12.2,511,SCRATCH
雪上断火,H,71.67,71.42,120.74,54.55,0,64.43,940,SCRATCH
雪上断火,A,117.73,115.78,175.89,63.57,0,130.67,1544,SCRATCH
Remain,N,43.38,44.28,25.59,0,9.84,17.67,531,PEAK
Remain,H,76.47,75.71,34.52,0,95.46,48.76,936,CHARGE
Remain,A,107.76,128.94,50,0,158.73,103.77,1319,CHARGE
雫,N,40.65,38.57,11.52,29.08,0,7.4,514,NOTES
雫,H,82.17,71.42,23.04,57.36,0,68.15,1039,NOTES
雫,A,107.63,106.57,24.2,69.84,0,105.12,1361,NOTES
Harmonia,N,38.83,31.42,20.31,0,0,9,376,NOTES
Harmonia,H,64.97,58.57,37.62,0,0,39.04,629,NOTES
Harmonia,A,104.63,75.71,41.39,0,0,86.9,1013,NOTES
Space Dog,N,13.4,11.42,3.5,0,6.56,0,167,NOTES
Space Dog,H,36.44,37.14,4.09,0,8.9,13.8,454,PEAK
Space Dog,A,68.07,68.57,5.26,0,119.54,76.31,848,CHARGE
GRAVITON,N,49.03,44.28,25.13,0,0,17.77,597,NOTES
GRAVITON,H,85.42,74.28,28.72,0,0,50.53,1040,NOTES
GRAVITON,A,144.73,128.94,32.31,0,0,124.83,1762,NOTES
TSAR BOMBA,N,47.29,44.28,45.35,0,1.56,5,585,NOTES
TSAR BOMBA,H,89.25,77.14,60.67,0,10.26,59.24,1104,NOTES
TSAR BOMBA,A,141.56,125,74.21,0,30.31,143.62,1751,CHORD
1116,N,49.7,47.14,24.14,0,0,20.4,570,NOTES
1116,H,90.78,80,76.87,0,0,72.93,1041,NOTES
1116,A,137.87,148.68,100.96,0,0,137.95,1581,PEAK
squall,N,50.49,52.85,26.19,0,0,18.79,618,PEAK
squall,H,75.4,72.85,23.21,0,0,36.84,923,NOTES
squall,A,111.84,113.15,27.38,0,0,92.67,1369,PEAK
concon,N,45.54,37.14,23.84,0,0,6,487,NOTES
concon,H,70.22,65.71,25.88,0,0,29.01,751,NOTES
concon,A,115.01,101.31,61.99,0,0,95.04,1230,NOTES
concon,L,171.17,191.07,22.48,0,167.02,173.88,1835,PEAK
少年リップルズ,N,38.02,34.28,8.59,0,0,11.4,451,NOTES
少年リップルズ,H,76.13,81.42,24.56,0,0,60.91,903,PEAK
少年リップルズ,A,104.71,95.71,31.94,0,74.34,105.04,1242,CHORD
Gimme a Big Beat,N,34.98,35.71,27,0,0,16.57,453,PEAK
Gimme a Big Beat,H,52.66,52.85,34.88,0,0,37.26,682,PEAK
Gimme a Big Beat,A,86.25,88.57,35.44,0,0,101.89,1117,CHORD
Too Late Snow,N,30.77,34.28,19.42,0,0,11.45,404,PEAK
Too Late Snow,H,54.84,54.28,33.85,0,0,21.23,720,NOTES
Too Late Snow,A,77.24,78.57,33.85,0,0,59.18,1014,PEAK
ロミとロボの宇宙飛行,N,37.19,32.85,3.33,0,0.46,9,487,NOTES
ロミとロボの宇宙飛行,H,58.8,52.85,7.23,0,1.87,35.98,770,NOTES
ロミとロボの宇宙飛行,A,91.64,88.57,20.58,0,1.87,94.21,1200,CHORD
24h Endurance Race,N,39.25,38.57,17.59,0,3.43,6.6,504,NOTES
24h Endurance Race,H,85.36,71.42,27.23,0,19.53,17.15,1096,NOTES
24h Endurance Race,A,135.76,121.05,51.64,0,55.46,107.84,1743,NOTES
Ha･lle･lu･jah,N,35.75,31.42,14.09,0,0,13.97,388,NOTES
Ha･lle･lu･jah,H,63.57,51.42,21.48,0,0,36.8,690,NOTES
Ha･lle･lu･jah,A,83.94,72.85,21.48,0,0,67.4,911,NOTES
Ha･lle･lu･jah,L,105.13,90,21.48,0,0,103.46,1141,NOTES
BLAZING_LAZER,N,51.74,42.85,46.67,0,0,19.57,630,NOTES
BLAZING_LAZER,H,89.02,72.85,93.94,0,0,50.25,1084,SCRATCH
BLAZING_LAZER,A,143.89,122.36,100.65,0,10,124.4,1752,NOTES
Stleq,N,45.8,48.57,13.29,0,24.68,16.53,527,PEAK
Stleq,H,77.35,62.85,15.83,0,60.62,38.37,890,NOTES
Stleq,A,119.24,98.57,29.76,0,96.12,81.78,1372,NOTES
DO-IT-AMA-SITE!!!,N,44.2,41.42,29.98,0,0,7.19,537,NOTES
DO-IT-AMA-SITE!!!,H,61.73,54.28,70.76,0,3.28,11.89,750,SCRATCH
DO-IT-AMA-SITE!!!,A,103.7,102.63,117.57,0,12.25,92.58,1260,SCRATCH
tricky trick,N,34.82,35.71,14.61,0,36.25,4.6,434,CHARGE
tricky trick,H,53.6,55.71,26.89,0,82.96,21.27,668,CHARGE
tricky trick,A,94.12,85.71,54.36,0,113.37,45.08,1173,CHARGE
Chocolate Planet,N,37.29,38.57,18.35,0,0,18.79,459,PEAK
Chocolate Planet,H,62,57.14,39.07,0,0,48.15,763,NOTES
Chocolate Planet,A,92.39,77.14,38.48,0,0,97.14,1137,CHORD
Chocolate Planet,L,127.25,115.78,59.79,0,186.46,117.33,1566,CHARGE
ALL OK!!,N,50.08,48.57,26.19,0,26.25,10.05,613,NOTES
ALL OK!!,H,87.74,91.42,33.33,0,37.34,67.12,1074,PEAK
ALL OK!!,A,127.77,117.1,36.3,0,62.01,124.36,1564,NOTES
Vector,N,43.99,42.85,23.56,0,0,10.97,517,NOTES
Vector,H,78.8,70,22.94,0,0,60.98,926,NOTES
Vector,A,107.65,101.31,25.42,0,0,110.79,1265,CHORD
Lycoris,N,34.82,35.71,18.77,0,0,9.31,392,PEAK
Lycoris,H,62.01,61.42,22.65,0,0,41.95,698,NOTES
Lycoris,A,91.15,78.57,28.48,0,0,83.71,1026,NOTES
リメンバーリメンバー,N,22.3,27.14,10.7,0,0,4.6,258,PEAK
リメンバーリメンバー,H,42.53,38.57,10.7,0,0,16.17,492,NOTES
リメンバーリメンバー,A,73.82,78.57,15.11,0,0,61.07,854,PEAK
♥LOVE² シュガ→♥,N,41.4,32.85,13.96,0,0,9.55,497,NOTES
♥LOVE² シュガ→♥,H,68.64,52.85,14.56,0,0,18.21,824,NOTES
♥LOVE² シュガ→♥,A,96.05,81.42,26.7,0,0,31.19,1153,NOTES
MANA,N,47.66,45.71,13.76,0,4.37,8.01,555,NOTES
MANA,H,81.67,71.42,21.27,0,19.21,61.06,951,NOTES
MANA,A,119.54,98.57,24.4,0,40.85,117.91,1392,NOTES
LIMIT TOPPA REVOLUTION,N,42.72,38.57,14.59,0,6.87,12.2,512,NOTES
LIMIT TOPPA REVOLUTION,H,70.52,61.42,22.49,0,17.34,29.87,845,NOTES
LIMIT TOPPA REVOLUTION,A,115.75,111.84,43.17,0,57.93,83.01,1387,NOTES
情熱タンデムRUNAWAY,N,45.63,40,31.15,0,10.46,19.05,587,NOTES
情熱タンデムRUNAWAY,H,95.23,72.85,58.34,0,30.89,82.24,1225,NOTES
情熱タンデムRUNAWAY,A,134.26,109.21,61.17,0,34.81,124.79,1727,NOTES
未完成ノ蒸氣驅動乙女,N,46.61,41.42,12.96,0,0,15.85,550,NOTES
未完成ノ蒸氣驅動乙女,H,91.44,74.28,19.75,0,0,34.22,1079,NOTES
未完成ノ蒸氣驅動乙女,A,130.35,123.68,19.75,0,0,93.19,1538,NOTES
uən,N,60.35,72.85,7.17,0,0,17.57,735,PEAK
uən,H,90.73,85.71,8.37,0,0,61.23,1105,NOTES
uən,A,127.02,130.26,7.17,0,0,117.45,1547,PEAK
累乗のカルマ,N,45.75,42.85,31.54,0,0,17.11,560,NOTES
累乗のカルマ,H,66.99,65.71,36.9,0,0,50.5,820,NOTES
累乗のカルマ,A,104.65,88.57,49.4,0,0,116.29,1281,CHORD
FEEDING FRENZY,N,53.39,57.14,46.54,0,22.34,16.01,677,PEAK
